effect_id,doi_o,ref_o,description,discipline,disc_cat,n_o,r_o,n_r,r_r,gap,gap_band,tags,in_A0,thin_metadata,sim_round1_uncalibrated,sim_round1,sim_round2,audit_tier,simulable_final,sim_needs_review,narr_round1,narr_round1_reason,narr_round2,narr_round2_reason,narrative_disagreement,exclusion_reason,sim_round1_provenance,narrative_final,sim_admission,narrative_manual_adjudication_needed
733,10.1093/jcr/ucz022,"Savary, J., & Dhar, R. (2019). The Uncertain Self: How Self-Concept Structure Affects Subscription Choice. Journal of Consumer Research, 46(5), 887–903. https://doi.org/10.1093/jcr/ucz022",Consumers with “low self-concept clarity” should be more motivated to keep their identities stable by retaining products that are relevant to their identities,Marketing,marketing,405.0,0.1337863762524802,1283.0,-0.0349785821756186,0.0988077940768616,mid,"Self-concept clarity, subscription services, self-signaling, retention choice, self-concept structure, identity signaling",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,A niche marketing subfield finding with small effect sizes; neither the original nor its replication has broader visibility outside specialists.,obscure,Niche marketing/self-signaling finding with small original effect; too peripheral to have generated a widely-known narrative either way.,False,,calibrated full-pool rerun,obscure,confirmed,False
232,10.1145/3105726.3106182,"Edwards, S. H., Kandru, N., & Rajagopal, M. B. M. (2017). Investigating Static Analysis Errors in Student Java Programs. Proceedings of the 2017 ACM Conference on International Computing Education Research, 65–73. https://doi.org/10.1145/3105726.3106182",relationship between overall grades and all static analysis errors,Education,other,3691.0,-0.27,1270.0,-0.53,-0.26,low,"Java; Web-CAT; static analysis; Checkstyle; PMD; coding style; formatting; documentation; coding standard, replication, style checker, error messages",False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,obscure,This niche CS-education correlation study and its replication have little visibility outside specialist software-engineering-education circles.,obscure,Niche software-engineering-education correlational study; too specialized to have any widespread default association among researchers.,False,,calibrated full-pool rerun,obscure,confirmed,False
760,10.1073/pnas.1516868113,"John, L. K., Barasz, K., & Norton, M. I. (2016). Hiding personal information reveals the worst. Proceedings of the National Academy of Sciences, 113(4), 954–959. https://doi.org/10.1073/pnas.1516868113","Seven experiments explore people’s decisions to withhold or disclose personal information—and the wisdom of such decisions. Declining a request to disclose often makes a worse impression even than divulging unsavory personal information. Moreover, those who withhold fail to intuit this negative consequence: people withhold even when they would make a better impression by “coming clean.” In short, people should be aware not just of the risk of revealing, but the risk of hiding.",Judgment and Decision Making,jdm,142.0,0.1899761158124235,1224.0,0.0194962936194799,0.1704798221929436,mid,"disclosure, transparency, trust, policy making, privacy",False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,obscure,"This is a niche JDM finding with a large gap but no evident broad citation, media coverage, or debate outside specialists.",obscure,A niche disclosure/impression-management finding with no widely-known original result or replication-failure narrative attached.,False,,calibrated full-pool rerun,obscure,confirmed,False
1188,10.1111/1467-6494.05028,"Robins, R. W., Caspi, A., & Moffitt, T. E. (2002). It’s Not Just Who You’re With, It’s Who You Are: Personality and Relationship Experiences Across Multiple Relationships. Journal of Personality, 70(6), 925–964. Portico. https://doi.org/10.1111/1467-6494.05028",Romantic abuse is positvely correlated with negative emotionality.,Differential Psychology,personality,712.0,0.25,1154.0,0.09,0.16,mid,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,obscure,"A niche personality-trait correlation like this circulates only within specialist replication/metascience literature, unnoticed elsewhere.",obscure,Too narrow and specialized a personality-outcome correlation to have entered common researcher lore either way.,False,,calibrated full-pool rerun,obscure,confirmed,False
940,10.1111/j.1467-9280.2008.02062.x,"Alter, A. L., & Oppenheimer, D. M. (2008). Effects of Fluency on Psychological Distance and Mental Construal (or Why New York Is a Large City, but New York Is a Civilized Jungle). Psychological Science, 19(2), 161–167. https://doi.org/10.1111/j.1467-9280.2008.02062.x","Effects of fluency on psychological distance and mental construal (or why New York is a large city, but New York is a civilized jungle), primed participants (conceptually fluent participants) preferred concrete descriptions of the prime later, moreso than conceptually disfluent participants",Social Psychology,social,236.0,0.13,1146.0,0.02,0.11,mid,"Adult, Distance Perception, Environment, Female, Humans, Male, Perception, Questionnaires, Visual Perception, Сonstrual level theory, distance perception, environment, questionnaires, fluency",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,A minor fluency/construal-level study with weak effects; neither the original nor its replication is widely cited outside specialist priming literature.,obscure,"This is a niche fluency/construal-level finding, too specific and low-profile for either a ""classic finding"" or ""failed replication"" narrative to dominate.",False,,calibrated full-pool rerun,obscure,confirmed,False
730,10.1093/jcr/ucaa019,"Etkin, J., & Memmi, S. A. (2020). Goal Conflict Encourages Work and Discourages Leisure. Journal of Consumer Research, 47(5), 716–736. https://doi.org/10.1093/jcr/ucaa019",People who are faced with a goal conflict increase the time spent on the book-browsing task when it is framed as work,Judgment and Decision Making,jdm,210.0,0.1414213562373095,1127.0,0.0479447993683982,0.0934765568689112,mid,"Goal Conflict, Time Allocation, Work/Leisure, Justification, Scarcity, Productivity",False,False,SIMULABLE,SIMULABLE,NOT_SIMULABLE,excluded,False,False,obscure,"A niche, small-effect JDM finding; neither the original nor its weak replication has notable circulation beyond specialist literature.",obscure,"This is a narrow, low-powered finding on a niche framing manipulation with no notable public footprint or recognition either way.",False,round2 veto: NOT_SIMULABLE/INSUFFICIENT,calibrated full-pool rerun,obscure,excluded,False
2125,10.1086/597030,"Nelson, L. D., Meyvis, T., & Galak, J. (2009). Enhancing the Television-Viewing Experience through Commercial Interruptions. Journal of Consumer Research, 36(2), 160–172. https://doi.org/10.1086/597030",,marketing/org behavior,marketing,102.0,0.2339298731256201,1125.0,-0.0723177564102935,0.1616121167153266,mid,,False,True,SIMULABLE,SIMULABLE,INSUFFICIENT,excluded,False,True,obscure,"No effect description or identifying details are provided, so neither account can plausibly have public currency.",obscure,"No effect description or keywords are given, so no identifiable finding exists for any association to have formed around.",False,round2 veto: NOT_SIMULABLE/INSUFFICIENT,calibrated full-pool rerun,obscure,excluded,False
2101,10.1002/per.758,"Vermeulen, N., Toussaint, J., & Luminet, O. (2010). The influence of Alexithymia and music on the Incidental Memory for Emotion Words. European Journal of Personality, 24(6), 551–568. https://doi.org/10.1002/per.758",,psychology,psych_general,107.0,0.2701851217221259,1096.0,0.0427286697416937,0.2274564519804321,mid,,False,True,SIMULABLE,SIMULABLE,INSUFFICIENT,excluded,False,True,obscure,"No effect description or identifying details are provided, so neither account can be assessed as having real currency.",obscure,"No effect name or description is given, so no recognizable finding exists for a default association to attach to.",False,round2 veto: NOT_SIMULABLE/INSUFFICIENT,calibrated full-pool rerun,obscure,excluded,False
1920,10.1037/0022-3514.90.4.543,"Kozak, M. N., Marsh, A. A., & Wegner, D. M. (2006). What do i think you’re doing? Action identification and mind attribution. Journal of Personality and Social Psychology, 90(4), 543–555. https://doi.org/10.1037/0022-3514.90.4.543",Action identification is positively correlated with mind attribution.,Psychology,psych_general,50.0,0.3,1086.0,0.08,0.2199999999999999,mid,"CORE, Judgment, Decision Making, JDM, Heuristics, Biases, mind attribution, dehumanization, mentalizing, mind perception, theory of mind",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,"This specific finding is a niche CORE-project replication result, unknown outside specialist judgment-and-decision-making circles.",obscure,"This is a niche, low-powered finding with no cultural footprint; neither the effect nor its replication failure is widely known.",False,,calibrated full-pool rerun,obscure,confirmed,False
1940,10.1111/1467-9280.00350,"Mellers, B., Hertwig, R., & Kahneman, D. (2001). Do Frequency Representations Eliminate Conjunction Effects? An Exercise in           Adversarial Collaboration. Psychological Science, 12(4), 269–275. https://doi.org/10.1111/1467-9280.00350",The frequency estimate for the “and” conjunction phrase will be higher than the phrase describing unlikely target alone.,Psychology,psych_general,108.0,0.282945147243684,1032.0,0.237962230135701,0.0449829171079829,low,"conjunction effect, frequency estimation, Linda problem, judgment and decision making, Heuristics, Biases",False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,original_dominates,"The Linda/conjunction fallacy remains a textbook staple; this large, high-powered replication is barely known outside specialist meta-science circles.",original_dominates,The Linda/conjunction fallacy is a textbook heuristics-and-biases icon; its minor effect-size shrinkage in replication is not commonly discussed.,False,,calibrated full-pool rerun,original_dominates,confirmed,False
1995,10.1126/science.1215647,"Gervais, W. M., & Norenzayan, A. (2012). Analytic Thinking Promotes Religious Disbelief. Science, 336(6080), 493–496. https://doi.org/10.1126/science.1215647",Analytic Priming,Psychology,psych_general,57.0,0.2873478855663454,952.0,0.0349785821756186,0.2523693033907268,high,,False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,failure_dominates,"Analytic priming (e.g., ""CRT priming"") is now widely cited in psychology as a textbook replication-crisis failure case.",failure_dominates,"Analytic priming (e.g., ""elevated diction"" cueing analytic thinking) is a textbook social-priming replication failure widely cited post-crisis.",False,,calibrated full-pool rerun,failure_dominates,confirmed,False
1199,10.1037/0022-3514.84.3.582,"Roberts, B. W., Caspi, A., & Moffitt, T. E. (2003). Work experiences and personality development in young adulthood. Journal of Personality and Social Psychology, 84(3), 582–593. https://doi.org/10.1037/0022-3514.84.3.582",Financial security is negatively correlated with negative emotionality.,Differential Psychology,personality,859.0,-0.22,944.0,-0.33,-0.11,low,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,SIMULABLE,SIMULABLE,INSUFFICIENT,excluded,False,True,obscure,"A narrow personality-trait correlation like this rarely gains public traction; replication actually matched or exceeded the original, so no controversy formed.",obscure,"A specific trait-outcome correlation like this is too niche to carry any widely shared reputation, positive or negative.",False,round2 veto: NOT_SIMULABLE/INSUFFICIENT,calibrated full-pool rerun,obscure,excluded,False
770,10.1073/pnas.1607330114,"Cheon, B. K., & Hong, Y.-Y. (2016). Mere experience of low subjective socioeconomic status stimulates appetite and food intake. Proceedings of the National Academy of Sciences, 114(1), 72–77. https://doi.org/10.1073/pnas.1607330114","We demonstrate here that the mere subjective experience of being lower in SES relative to others is alone sufficient to causally elicit behaviors that may risk obesity (e.g., preference, selection, and intake of greater calories), independent of actual economic deprivation or stress from being subordinated. Among social species, the physiological/psychological systems regulating hunger may have been adapted to be sensitive to perceived deprivation of critical social, material, and symbolic resources that underlie social class in addition to caloric deprivation.",Social Psychology,social,167.0,0.1632789797970707,925.0,-0.0269901638775733,0.1362888159194974,mid,"subjective socioeconomic status, social class, appetite, eating behavior, food preferences",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,excluded,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated full-pool rerun,n/a,excluded,False
1386,10.1111/j.1467-9280.2006.01720.x,"Peters, E., Västfjäll, D., Slovic, P., Mertz, C. K., Mazzocco, K., & Dickert, S. (2006). Numeracy and Decision Making. Psychological Science, 17(5), 407–413. https://doi.org/10.1111/j.1467-9280.2006.01720.x",The less numerate show a stronger framing effect than the highly numerate.,Psychology,psych_general,100.0,0.3316624790355399,860.0,0.1,0.2316624790355399,mid,"CORE, Judgment, Decision Making, JDM, Heuristics, Biases",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,"This numeracy-framing moderation finding is a niche JDM result, largely unknown beyond specialist decision-making researchers.",obscure,This numeracy-moderated framing-effect finding is too niche in JDM literature to have a widely shared default association.,False,,calibrated full-pool rerun,obscure,confirmed,False
1942,10.1162/qjec.122.3.1067,"Niederle, M., & Vesterlund, L. (2007). Do Women Shy Away From Competition? Do Men Compete Too Much? The Quarterly Journal of Economics, 122(3), 1067–1101. https://doi.org/10.1162/qjec.122.3.1067",women shy away from competition and men embrace it,Economics,jdm,80.0,0.4063832390267015,854.0,0.2938348697567877,0.1125483692699138,mid,Competition; Gender difference; Experiments; China,False,False,SIMULABLE,SIMULABLE,NOT_SIMULABLE,excluded,False,False,original_dominates,"Niederle-Vesterling-style gender-competition effect remains a widely cited, textbook economics finding; large replications rarely enter public discourse.",original_dominates,This gender-competition finding is widely cited as robust; its weaker high-powered replication hasn't entered popular economics discourse.,False,round2 veto: NOT_SIMULABLE/INSUFFICIENT,calibrated full-pool rerun,original_dominates,excluded,False
1401,10.1006/jesp.1996.1314,"Malle, B. F., & Knobe, J. (1997). The Folk Concept of Intentionality. Journal of Experimental Social Psychology, 33(2), 101–121. https://doi.org/10.1006/jesp.1996.1314",people agree substantially in their judgments of intentionality,Psychology,psych_general,104.0,0.8,835.0,0.77,0.03,low,"CORE, Judgment, Decision Making, JDM, Heuristics, Biases",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,original_dominates,"The replication closely matched the original, so no notable ""failure"" narrative exists to compete with the well-established original finding.",obscure,"A minor, non-controversial consensus finding with negligible replication gap; too peripheral to carry either a ""classic"" or ""failed"" reputation.",True,,calibrated full-pool rerun,DISAGREE,confirmed,True
884,10.1023/a:1008184423824,"Klink, R. R. (2000). Creating Brand Names With Meaning: The Use of Sound Symbolism. Marketing Letters, 11(1), 5–20. https://doi.org/10.1023/a:1008184423824","Products with brand names containing front vowel sounds, as opposed to back vowel sounds, are perceived as: (j) friendlier",Marketing,marketing,171.0,0.245,823.0,0.252,-0.007,low,"brand name, sound symbolism, international marketing",True,False,NOT_SIMULABLE,SIMULABLE,,A0_calibrated_mandated,True,False,obscure,"This niche sound-symbolism finding, despite replicating well, has minimal visibility beyond specialist marketing/psycholinguistics circles.",obscure,"A niche sound-symbolism marketing finding, too specific and low-profile to carry any widely shared reputation, positive or negative.",False,,"calibrated prompt, A0 anchor-calibration test batch",obscure,confirmed,False
1347,10.1177/1948550617720269,"Glikson, E., Cheshin, A., & Kleef, G. A. van. (2017). The Dark Side of a Smiley. Social Psychological and Personality Science, 9(5), 614–625. https://doi.org/10.1177/1948550617720269",Including a smiling emoticon reduced the perceived competence of the candidate.,Social Psychology,social,85.0,0.3387194682727416,823.0,0.1093404791528976,0.229378989119844,mid,"smiley, emoticon, computer-mediated communication, impression formation, warmth, competence,",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,contested,The emoticon-competence effect (Glikson et al.) is still cited in HR/CMC research while replication debates over effect size persist in the literature.,obscure,Too niche a finding to have entered general awareness beyond specialists tracking emoticon/impression-formation research.,True,,calibrated full-pool rerun,DISAGREE,confirmed,True
930,10.1093/jcr/ucv049,"Jiang, Y., Gorn, G. J., Galli, M., & Chattopadhyay, A. (2015). Does Your Company Have the Right Logo? How and Why Circular- and Angular-Logo Shapes Influence Brand Attribute Judgments. Journal of Consumer Research, 42(5), 709–726. https://doi.org/10.1093/jcr/ucv049",Attitude: logoshape vs control,Marketing,marketing,109.0,0.1122853879250882,823.0,0.0316227766016837,0.0806626113234044,mid,"visual marketing, brand logo design, shape, product visualization, mental imagery, working memory",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,"A niche, low-effect-size logo-shape finding with tiny original sample has no broad recognition or citation battle either way.",obscure,"A niche logo-shape marketing effect with small samples; too peripheral for either ""landmark finding"" or ""famous failure"" narratives to form.",False,,calibrated full-pool rerun,obscure,confirmed,False
761,10.1073/pnas.1706913114,"Hofstetter, R., Rüppell, R., & John, L. K. (2017). Temporary sharing prompts unrestrained disclosures that leave lasting negative impressions. Proceedings of the National Academy of Sciences, 114(45), 11902–11907. https://doi.org/10.1073/pnas.1706913114","Relative to traditional, offline forms of communication, there is an enhanced permanence to digital sharing. Digital disclosures can come back to haunt, making it challenging for people to manage the impressions they make upon others. Nine studies show that, paradoxically, these challenges can be exacerbated by temporary-sharing technologies. Temporary sharing reduces pri-vacy concerns, in turn increasing disclosure of potentially com-promising information (in the form of uninhibited selfies).",Judgment and Decision Making,jdm,323.0,0.1710431685516175,820.0,0.1637590605842314,0.0072841079673861,low,"disclosure, privacy, self-presentation, impression formation, social media",False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,obscure,Small-effect JDM finding on ephemeral-sharing paradox has negligible replication gap and no broader recognition in either direction.,obscure,"Niche JDM finding on digital disclosure permanence; too specific and low-profile to carry any widely shared reputation, replicating or not.",False,,calibrated full-pool rerun,obscure,confirmed,False
1186,10.1111/1467-6494.00102,"Watson, D., Hubbard, B., & Wiese, D. (2000). General Traits of Personality and Affectivity as Predictors of Satisfaction in Intimate Relationships: Evidence from Self‐ and Partner‐Ratings. Journal of Personality, 68(3), 413–449. Portico. https://doi.org/10.1111/1467-6494.00102",Romantic satisfaction is negatively correlated with negative emotionality.,Differential Psychology,personality,210.0,-0.32,795.0,-0.23,0.09,mid,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,A narrow personality-trait correlation with modest replication gap; neither version has broad recognition beyond specialist literature.,obscure,"This is a niche personality-trait correlation, not a famous named finding; neither its result nor replication history has entered general awareness.",False,,calibrated full-pool rerun,obscure,confirmed,False
1407,10.1002/(sici)1099-0771(200001/03)13:1<1::aid-bdm333>3.0.co;2-s,"Finucane, M. L., Alhakami, A., Slovic, P., & Johnson, S. M. (2000). The affect heuristic in judgments of risks and benefits. Journal of Behavioral Decision Making, 13(1), 1–17. https://doi.org/10.1002/(sici)1099-0771(200001/03)13:1<1::aid-bdm333>3.0.co;2-s",increasing benefits leads people to judge its risks as lower,Psychology,psych_general,219.0,-0.75,776.0,-0.87,-0.12,low,"CORE, Judgment, Decision Making, JDM, Heuristics, Biases",False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,original_dominates,"The affect heuristic (risk-benefit inverse correlation) remains a textbook JDM finding; replication strengthened rather than weakened it, so no controversy exists.",original_dominates,"The risk-benefit inverse relationship (affect heuristic) is a well-known robust finding; replication strengthened it, so no failure narrative exists.",False,,calibrated full-pool rerun,original_dominates,confirmed,False
1959,10.1093/jcr/ucz031,"Park, H., Lalwani, A. K., & Silvera, D. H. (2019). The Impact of Resource Scarcity on Price-Quality Judgments. Journal of Consumer Research, 46(6), 1110–1124. https://doi.org/10.1093/jcr/ucz031",Scarcity decreases consumers’ tendency to use price to judge product quality.,Marketing,marketing,149.0,0.2236067977499789,773.0,0.0399680383488715,0.1836387594011073,mid,"scarcity, resource, price-quality judgments, price-quality perception, categorization, desire for abundance",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,This niche marketing finding lacks broad citation or public awareness; neither the original nor its replication has gained notable traction.,obscure,Niche marketing lab finding on scarcity and price-quality judgment; too specific to have entered general researcher awareness either way.,False,,calibrated full-pool rerun,obscure,confirmed,False
1193,10.1037/0033-2909.129.6.914,"Thoresen, C. J., Kaplan, S. A., Barsky, A. P., Warren, C. R., & de Chermont, K. (2003). The Affective Underpinnings of Job Perceptions and Attitudes: A Meta-Analytic Review and Integration. Psychological Bulletin, 129(6), 914–945. https://doi.org/10.1037/0033-2909.129.6.914",Occupational commitment is negatively correlated with negative emotionality.,Differential Psychology,personality,713.0,-0.19,748.0,-0.26,-0.07,low,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,A narrow personality-trait correlation with a stronger replication is unlikely to attract attention outside specialist literature.,obscure,"A narrow personality-trait correlation like this lacks the fame needed for either a ""classic finding"" or ""failed replication"" reputation to form.",False,,calibrated full-pool rerun,obscure,confirmed,False
1203,10.1037/0021-9010.85.5.751,"Judge, T. A., & Bono, J. E. (2000). Five-factor model of personality and transformational leadership. Journal of Applied Psychology, 85(5), 751–765. https://doi.org/10.1037/0021-9010.85.5.751",Leadership is positively correlated with agreeableness.,Differential Psychology,personality,169.0,0.27,747.0,0.28,-0.01,low,"Big Five, life outcomes, metascience, personality traits, replication, open data, open materials, preregistered",False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,obscure,A narrow personality-trait correlation with near-identical replication generates no notable narrative in either specialist or public discourse.,obscure,"This specific trait-leadership correlation is too narrow/niche a finding to carry any common cultural or field-wide ""replicated""/""failed"" narrative.",False,,calibrated full-pool rerun,obscure,confirmed,False
748,10.1177/0146167215610520,"Cheung, B. Y., & Heine, S. J. (2015). The Double-Edged Sword of Genetic Accounts of Criminality. Personality and Social Psychology Bulletin, 41(12), 1723–1738. https://doi.org/10.1177/0146167215610520",effect of condition on causal locus,Social Psychology,social,298.0,0.282842712474619,743.0,0.282842712474619,0.0,low,"genetic essentialism, attribution theory, legal decision making, psychological essentialism",False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,obscure,"Effect sizes match exactly with no gap, and this narrow topic lacks broader scientific or public visibility either way.",obscure,"Niche, narrowly-specified effect with no gap and low profile; too peripheral to have generated either a ""classic finding"" or ""failed replication"" reputation.",False,,calibrated full-pool rerun,obscure,confirmed,False
1406,10.1037/a0027407,"Carter, T. J., & Gilovich, T. (2012). I am what I do, not what I have: The differential centrality of experiential and material purchases to the self. Journal of Personality and Social Psychology, 102(6), 1304–1317. https://doi.org/10.1037/a0027407",Knowledge of one’s experiential purchases is perceived as providing greater insight into one’s true self than knowledge of one’s material purchases.,Psychology,psych_general,121.0,0.1823885229561945,743.0,0.3090860723375581,-0.1266975493813635,low,"CORE, Judgment, Decision Making, JDM, Heuristics, Biases",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,A niche JDM sub-finding with no mainstream cultural or textbook traction; replication actually strengthened it but drew little notice.,obscure,"A niche experiential-vs-material purchases sub-finding within JDM literature, too specific to have formed any widely shared default association.",False,,calibrated full-pool rerun,obscure,confirmed,False
1069,10.1037/mot0000097,"Thürmer, J. L., & McCrea, S. M. (2018). Beyond motivated reasoning: Hostile reactions to critical comments from the outgroup. Motivation Science, 4(4), 333–346. https://doi.org/10.1037/mot0000097",We investigated the hypothesis that group members would reject outgroup criticism (as compared to the same criticism from the ingroup) using costly punishment,Social Psychology,social,135.0,0.1747682049139026,740.0,0.1685534209463124,0.0062147839675901,low,"intergroup sensitivity effect, intergroup criticism, behavior, costly punishment,",False,False,NOT_SIMULABLE,NOT_SIMULABLE,,excluded,False,False,n/a (not simulable),,n/a (not simulable),,False,calibrated: DV not text-simulable,calibrated full-pool rerun,n/a,excluded,False
736,10.1093/jcr/ucaa006,"VanBergen, N., Irmak, C., & Sevilla, J. (2020). Product Entitativity: How the Presence of Product Replicates Increases Perceived and Actual Product Efficacy. Journal of Consumer Research, 47(2), 192–214. https://doi.org/10.1093/jcr/ucaa006",Presenting multiple product replicates as a group (vs. presenting a single item) increases product efficacy perceptions,Marketing,marketing,87.0,0.2121320343559642,702.0,0.0499376169438922,0.162194417412072,mid,"Entitativity, product quantity, perceived efficacy",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,A niche marketing/psychology effect with small original samples; neither the finding nor its replication has broad recognition or debate.,obscure,Niche marketing/entitativity effect with small original sample; not widely known enough for either narrative to dominate.,False,,calibrated full-pool rerun,obscure,confirmed,False
1874,10.1037/a0025883,"Gray, K., Knobe, J., Sheskin, M., Bloom, P., & Barrett, L. F. (2011). More than a body: Mind perception and the nature of objectification. Journal of Personality and Social Psychology, 101(6), 1207–1220. https://doi.org/10.1037/a0025883",Perceived agency in Sexual Condition being lower than Clothed Condition,Psychology,psych_general,66.0,-0.282945147243684,673.0,-0.196116135138184,0.0868290121055,mid,"CORE, Judgment, Decision Making, JDM, Heuristics, Biases, morality, dehumanization, pornography, dualism, sexism",False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,obscure,"This narrow objectification/dehumanization sub-finding circulates only within specialist JDM literature, with neither version broadly known elsewhere.",obscure,"A niche objectification/dehumanization sub-finding, too specific and low-profile for either ""classic finding"" or ""failed replication"" narratives to dominate.",False,,calibrated full-pool rerun,obscure,confirmed,False
1509,10.1075/arcl.7.07gri,"Gries, S. Th., & Wulff, S. (2009). Psycholinguistic and corpus-linguistic evidence for L2 constructions. Annual Review of Cognitive Linguistics, 7, 163–186. Portico. https://doi.org/10.1075/arcl.7.07gri","When the verb in the target is distinctive for the to-construction as opposed to the ing-construction, this hugely increases the odds of another to-construction by a factor (preterit verb in Spanish replication)",Linguistics,cognitive,94.0,0.9903771278865148,611.0,0.88,0.1103771278865148,mid,"Tense-aspect acquisition, spanish as a second language, preterit and imperfect, learner corpus research, complementation, to, V-ing, constructions, patterns, second/foreign language learning, corpora, collostructions, experiments, priming, acceptability judgments",False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,obscure,This is a narrow corpus-linguistics collocation finding with no broad citation footprint or public awareness of either result.,obscure,Highly technical corpus-linguistics finding on construction priming; too niche outside specialist syntax/acquisition circles for any common narrative to form.,False,,calibrated full-pool rerun,obscure,confirmed,False
1228,10.1002/jcpy.1028,"Lee, S., Baumgartner, H., & Winterich, K. P. (2018). Did They Earn It? Observing Unearned Luxury Consumption Decreases Brand Attitude When Observers Value Fairness. Journal of Consumer Psychology, 28(3), 412–436. Portico. https://doi.org/10.1002/jcpy.1028","Unearned luxury consumption will lead to lower brand attitude than earned luxury consumption when consumers' fairness concerns are salient, but less so when fairness concerns are not salient (effect of consumption resources)",Marketing,marketing,251.0,0.170293863659264,604.0,0.1183215956619923,0.0519722679972717,mid,"moral values, fairness, luxury consumption, consumption resources, brand attitude",False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,obscure,A niche marketing interaction effect with modest effect sizes; neither the original nor its replication has broad recognition beyond specialist journals.,obscure,"This is a niche interaction effect in a specific marketing study, too specific and peripheral for any broad default association to exist.",False,,calibrated full-pool rerun,obscure,confirmed,False
1264,10.1177/0956797615625640,"Chou, E. Y., Parmar, B. L., & Galinsky, A. D. (2016). Economic Insecurity Increases Physical Pain. Psychological Science, 27(4), 443–454. https://doi.org/10.1177/0956797615625640",Recalling an instance in which one felt economically scarce causes an increase in reported physical pain,Marketing,marketing,231.0,0.1531709544131907,603.0,0.210196709523022,-0.0570257551098313,low,"economic insecurity, pain, sense of control",False,False,SIMULABLE,SIMULABLE,SIMULABLE,A_dual_confirmed,True,False,obscure,"A niche marketing-psychology finding with a stronger, non-controversial replication; neither version has broad recognition outside specialists.",obscure,Niche marketing-psych finding on scarcity and pain; too specific and low-profile to carry any common replication narrative.,False,,calibrated full-pool rerun,obscure,confirmed,False
1419,10.1177/0022243718813544,"Jami, A. (2019). Having Control Over and Above Situations: The Influence of Elevated Viewpoints on Risk Taking. Journal of Marketing Research, 56(2), 230–244. https://doi.org/10.1177/0022243718813544","Physically elevated viewpoints lead to an illusory sense of control, which increases individuals’ risk-taking behavior.",Marketing,marketing,203.0,0.170293863659264,603.0,0.0099995000374968,0.1602943636217671,mid,"elevation, illusory control, risk taking, vertical position, viewpoint",False,False,NOT_SIMULABLE,SIMULABLE,,B_calibrated_only,True,False,obscure,A niche marketing priming effect; neither the original nor its replication has gained notable attention beyond specialist literature.,obscure,"A niche marketing priming effect too specific and low-profile for either ""classic finding"" or ""failed replication"" narrative to dominate.",False,,calibrated full-pool rerun,obscure,confirmed,False
